id,stackoverflowid,githubid,twitterid,ghdup,twdup
880,7594,177730,14074960,f,f
881,7607,147541,7620782,f,f
882,7620,38784,15751493,f,f
883,7624,36110,21439272,f,f
884,7636,925990,13136782,f,f
885,7647,9868,19150497,f,f
886,7671,171129,14569541,f,f
887,7675,67821,3621751,f,f
888,7693,954,7143792,f,f
889,7699,38405,12443792,f,f
890,7700,85700,19964980,f,f
891,7709,3150,17422819,f,f
892,7717,11366,14680825,f,f
893,7748,681169,38447998,f,f
894,7754,3052,12609012,f,f
895,7769,7604,5215,f,f
896,7778,2698,9305392,f,f
897,7831,392297,14615421,f,f
898,7834,17482,14169786,f,f
899,7847,49545,679193,f,f
900,7853,563451,191154604,f,f
901,7853,563451,18893,f,t
902,7862,1121148,21452745,f,f
903,7866,59123,15324897,f,f
904,7870,149789,14845004,f,f
905,7872,2657405,19473603,f,f
906,7889,18640,373968904,f,f
907,7893,396862,17826152,f,f
908,7920,223305,4085281,f,f
909,7937,991054,15827407,f,f
910,7946,225066,20459504,f,f
911,7952,129951,15840142,f,f
912,7963,150986,14100929,f,f
913,7979,321201,58899150,f,f
914,7980,41767,16257372,f,f
915,7985,21402,14235095,f,f
916,8020,38109,14299295,f,f
917,8024,1453,2098451,f,f
918,8080,628128,15826792,f,f
919,8087,1271181,12322762,f,f
920,8096,4314,650643,f,f
921,8116,1156571,5541662,f,f
922,8140,60035,1663191,f,f
923,8151,46317,816810,f,f
924,8162,54464,944401,f,f
925,8167,81799,15208697,f,f
926,8171,6469,14311035,f,f
927,8205,601206,1491081,f,f
928,8206,1130906,751128534,f,f
929,8229,44913,6598762,f,f
930,8231,507149,12630662,f,f
931,8252,13157,9091732,f,f
932,8320,1427613,11733272,f,f
933,8327,382432,7559022,f,f
934,8350,160615,15677935,f,f
935,8376,5603,14389163,f,f
936,8438,102694,14098497,f,f
937,8446,323236,389986918,f,f
938,8454,41100,16843,f,f
939,8457,2367,8340312,f,f
940,8484,228704,5870252,f,f
941,8509,500914,20720488,f,f
942,8513,1329239,2571826022,f,f
943,8528,1366236,9360092,f,f
944,8543,398012,36413100,f,f
945,8560,90130,15132847,f,f
946,8570,34979,38168260,f,f
947,8597,55709,9354532,f,f
948,8608,104933,431074235,f,f
949,8611,12770,5511872,f,f
950,8645,5495,2348831712,f,f
951,8655,46539,805023,f,f
952,8668,139759,8384132,f,f
953,8710,315803,41680108,f,f
954,8717,3392429,1164072140,f,f
955,8717,44229,11407702,t,f
956,8724,81006,24393881,f,f
957,8743,5132528,7562212,f,f
958,8758,120245,7519672,f,f
959,8766,3135708,8481682,f,f
960,8779,230271,783756,f,f
961,8787,57726,14522001,f,f
962,8791,499,13009542,f,f
963,8807,750,723093,f,f
964,8817,22255,89105157,f,f
965,8825,49260,63773047,f,f
966,8873,49043,15159215,f,f
967,8912,5231,14232536,f,f
968,8925,90414,2905501,f,f
969,8960,70209,48109721,f,f
970,8964,42418,35845983,f,f
971,8970,235345,8861322,f,f
972,8989,15031,8342312,f,f
973,8994,25403,1434441,f,f
974,9055,15214,7206272,f,f
975,9056,51648,9534612,f,f
976,9082,26195,589609279,f,f
977,9084,435613,14620173,f,f
978,9094,58189,14524913,f,f
979,9106,17043,19016347,f,f
980,9117,2171125,6455632,f,f
981,9121,17927,4094401,f,f
982,9133,276071,16584668,f,f
983,9137,49688,1184251,f,f
984,9143,108117,16794941,f,f
985,9161,1660839,14216442,f,f
986,9172,125730,14946341,f,f
987,9178,21641,19869360,f,f
988,9181,885061,11744,f,f
989,9198,117076,14441860,f,f
990,9204,24733,19354604,f,f
991,9217,1700018,16909085,f,f
992,9269,54963,19153808,f,f
993,9316,1328893,16437724,f,f
994,9328,61188,124156904,f,f
995,9334,576,35603,f,f
996,9350,1226674,81061764,f,f
997,9358,20150,16358736,f,f
998,9371,115792,74543890,f,f
999,9431,343188,87370098,f,f
1000,9434,3536,7482872,f,f
1001,9435,268608,48714152,f,f
1002,9436,445888,199315591,f,f
1003,9438,633673,6014822,f,f
1004,9443,139803,14093000,f,f
1005,9451,89825,29659232,f,f
1006,9482,3612632,8394682,f,f
1007,9484,58302,14997147,f,f
1008,9530,1556861,261539150,f,f
1009,9532,12125,10590,f,f
1010,9535,353768,16594615,f,f
1011,9540,2959256,24161710,f,f
1012,9566,100464,231254230,f,f
1013,9573,72308,16160513,f,f
1014,9589,1056,15183502,f,f
1015,9621,135904,7330982,f,f
1016,9631,58963,18062826,f,f
1017,9636,166391,68435555,f,f
1018,9645,107913,96729051,f,f
1019,9649,2121838,139189813,f,f
1020,9683,33631,15115595,f,f
1021,9684,83306,14568034,f,f
1022,9727,35637,14149499,f,f
1023,9743,1880,732443,f,f
1024,9748,16205,8145762,f,f
1025,9767,231357,27052339,f,f
1026,9769,25505,7034852,f,f
1027,9782,1680372,14681257,f,f
1028,9805,29903,1531231,f,f
1029,9812,35737,19605427,f,f
1030,9815,752,6586332,f,f
1031,9819,1058446,17919942,f,f
1032,9822,45262,8820542,f,f
1033,9832,50729,147388993,f,f
1034,9843,17873,13303592,f,f
1035,9849,423927,6239392,f,f
1036,9900,4797,16531462,f,f
1037,9913,484442,8628042,f,f
1038,9925,4366856,802404884,f,f
1039,9937,278087,6684222,f,f
1040,9944,299029,155455660,f,f
1041,9950,723523,6016202,f,f
1042,9968,24232,14406428,f,f
1043,9987,83264,552136884,f,f
1044,10002,7009177,17249499,f,f
1045,10032,26065,1022831,f,f
1046,10039,427110,82705112,f,f
1047,10040,192399,5848202,f,f
1048,10046,5106132,22904494,f,f
1049,10049,52723,127024131,f,f
1050,10053,2431,58983,f,f
1051,10105,118058,18202925,f,f
1052,10111,943437,25072848,f,f
1053,10114,192948,9625272,f,f
1054,10154,32538,15622033,f,f
1055,10176,137979,14407767,f,f
1056,10188,47236,14237677,f,f
1057,10232,37918,11412,f,f
1058,10242,117138,17834776,f,f
1059,10245,19378,9706562,f,f
1060,10272,87037,5772982,f,f
1061,10275,113362,13105982,f,f
1062,10292,16179,13725232,f,f
1063,10293,90322,22879209,f,f
1064,10311,12575,13372872,f,f
1065,10322,760,1851561,f,f
1066,10333,150063,16100760,f,f
1067,10350,755589,15987531,f,f
1068,10356,19954,18431216,f,f
1069,10369,37934,14482107,f,f
1070,10389,56288,1710331,f,f
1071,10452,144153,14118984,f,f
1072,10468,4267721,33524984,f,f
1073,10474,8358,3027031,f,f
1074,10475,46181,3163935273,f,f
1075,10478,30682,13982282,f,f
1076,10514,4734,7423002,f,f
1077,10522,18902,228246769,f,f
1078,10524,33404,1213531,f,f
1079,10537,481406,16920672,f,f
1080,10556,17565,17425633,f,f
1081,10571,4545,9100012,f,f
1082,10575,185895,18695737,f,f
1083,10582,9947,17685116,f,f
1084,10589,226419,14181366,f,f
1085,10590,25542,13941892,f,f
1086,10591,105389,1045541,f,f
1087,10612,286017,7543182,f,f
1088,10627,54600,19592586,f,f
1089,10638,1240283,19273420,f,f
1090,10684,177714,12085642,f,f
1091,10715,1441647,14346620,f,f
1092,10738,32079,15069509,f,f
1093,10762,3624,6614702,f,f
1094,10768,141885,811146,f,f
1095,10771,89260,11186572,f,f
1096,10779,1559309,19331096,f,f
1097,10788,1082196,26677309,f,f
1098,10825,64356,14626815,f,f
1099,10830,507472,14844321,f,f
1100,10831,97427,18882826,f,f
1101,10839,2263268,14979581,f,f
1102,10840,464726,17856274,f,f
1103,10877,22493,15247714,f,f
1104,10901,62285,7270002,f,f
1105,10947,14918,758537,f,f
1106,10950,10476,14632926,f,f
1107,10996,163788,18757965,f,f
1108,10999,21168,61252529,f,f
1109,11002,3942,14827998,f,f
1110,11011,34931,23711288,f,f
1111,11018,7524,808185,f,f
1112,11034,211217,12009152,f,f
1113,11047,700256,14523323,f,f
1114,11069,3526913,14589792,f,f
1115,11077,132571,550943,f,f
1116,11078,10962,70953,f,f
1117,11090,623369,5513942,f,f
1118,11092,938440,14711717,f,f
1119,11095,118810,14146001,f,f
1120,11098,179603,20332441,f,f
1121,11107,30063,16182472,f,f
1122,11109,3513,14541533,f,f
1123,11110,49307,551584450,f,f
1124,11167,48200,17106964,f,f
1125,11177,88392,12898,f,f
1126,11183,8994,14392250,f,f
1127,11190,93519,1149058753,f,f
1128,11217,49874,9279,f,f
1129,11219,6475,7815932,f,f
1130,11220,2776290,14359153,f,f
1131,11229,8588,14167570,f,f
1132,11236,172282,14978305,f,f
1133,11238,1407837,24895954,f,f
1134,11239,10185,3546381,f,f
1135,11284,313208,21517970,f,f
1136,11314,131988,35290570,f,f
1137,11356,594440,11801982,f,f
1138,11361,411034,16979571,f,f
1139,11388,434140,17472821,f,f
1140,11397,116920,12523042,f,f
1141,11419,107598,4575681,f,f
1142,11451,13075,14048110,f,f
1143,11481,2444409,15596508,f,f
1144,11490,1228,14087951,f,f
1145,11506,67107,143964215,f,f
1146,11507,87784,19012567,f,f
1147,11543,51244,616533,f,f
1148,11544,47348,9482442,f,f
1149,11558,1114848,17018404,f,f
1150,11559,187017,15644898,f,f
1151,11563,45542,6463282,f,f
1152,11577,4306,14824675,f,f
1153,11581,22842,6402872,f,f
1154,11602,1121631,5695302,f,f
1155,11606,339499,220832607,f,f
1156,11643,3471844,59901480,f,f
1157,11659,320476,17464482,f,f
1158,11660,867506,2276201,f,f
1159,11687,887,7516242,f,f
1160,11703,94882,15626084,f,f
1161,11708,166544,52370403,f,f
1162,11755,118328,12826902,f,f
1163,11780,71570,14685488,f,f
1164,11809,47489,15029885,f,f
1165,11813,6019373,33463582,f,f
1166,11827,48833,21182516,f,f
1167,11829,303201,12106552,f,f
1168,11886,604455,44800915,f,f
1169,11895,314398,2339831388,f,f
1170,11910,62991,5926692,f,f
1171,11927,40402,6309042,f,f
1172,11930,567927,14410002,f,f
1173,11944,72740,14317497,f,f
1174,11951,6118,13094142,f,f
1175,11958,1752,638913,f,f
1176,11974,645516,21063,f,f
1177,11983,362783,5680612,f,f
1178,12034,139201,8312602,f,f
1179,12043,8600047,3778501,f,f
1180,12043,47548,3778501,t,f
1181,12085,877689,17829671,f,f
1182,12086,74076,37838580,f,f
1183,12091,166483,14277435,f,f
1184,12096,79218,13698022,f,f
1185,12111,69093,5913822,f,f
1186,12124,925311,14395933,f,f
1187,12138,141999,626359241,f,f
1188,12178,7038799,15427732,f,f
1189,12195,32863,8558082,f,f
1190,12233,4922457,12731472,f,f
1191,12234,122955,2938830167,f,f
1192,12248,279528,16010261,f,f
1193,12252,183209,14276998,f,f
1194,12266,799252,809864,f,f
1195,12268,744530,11258312,f,f
1196,12276,708612,50393,f,f
1197,12345,860222,56465367,f,f
1198,12367,438236,21056057,f,f
1199,12388,673420,8875082,f,f
1200,12413,1754842,19238774,f,f
1201,12421,130670,6754702,f,f
1202,12437,38059,16807072,f,f
1203,12442,322732,8878752,f,f
1204,12448,8163,17518017,f,f
1205,12460,32141,14440972,f,f
1206,12463,83364,25683545,f,f
1207,12503,121610,15366823,f,f
1208,12534,209668,7425642,f,f
1209,12559,63139,24186383,f,f
1210,12560,317051,168735316,f,f
1211,12562,88453,20583787,f,f
1212,12565,1846148,461798376,f,f
1213,12568,144159,24087278,f,f
1214,12571,929315,13367992,f,f
1215,12591,810358,18153999,f,f
1216,12599,3038,4533481,f,f
1217,12600,287687,1330072219,f,f
1218,12604,424173,7833162,f,f
1219,12606,52852,14081923,f,f
1220,12622,177024,104542801,f,f
1221,12637,909237,825745832,f,f
1222,12679,272164,8566332,f,f
1223,12704,15737,17065936,f,f
1224,12716,1652813,18317213,f,f
1225,12730,1278699,105179055,f,f
1226,12754,126060,12526082,f,f
1227,12866,62245,16093621,f,f
1228,12886,137672,26302772,f,f
1229,12887,10803,10626312,f,f
1230,12917,23453,22914588,f,f
1231,12930,55392,19245454,f,f
1232,12958,10974,18831171,f,f
1233,12979,211583,18487730,f,f
1234,12983,275043,17393243,f,f
1235,13007,29263,17549646,f,f
1236,13028,84992,14312026,f,f
1237,13029,6606762,18253779,f,f
1238,13064,348952,59020308,f,f
1239,13074,5271032,17838598,f,f
1240,13100,607183,7090962,f,f
1241,13165,18578,23513,f,f
1242,13179,17951,12782292,f,f
1243,13181,430142,14289895,f,f
1244,13199,211001,385463,f,f
1245,13231,43334,16581404,f,f
1246,13251,7993,40892481,f,f
1247,13257,93804,19526395,f,f
1248,13278,436379,43069645,f,f
1249,13282,6821783,16533257,f,f
1250,13289,2532,822632,f,f
1251,13326,1546245,17939898,f,f
1252,13354,211386,14355705,f,f
1253,13356,3227,15436765,f,f
1254,13369,210240,100041682,f,f
1255,13375,1202528,14660297,f,f
1256,13427,524269,14183040,f,f
1257,13428,1057295,156866332,f,f
1258,13459,842345,15012714,f,f
1259,13462,98198,14117703,f,f
1260,13498,58365,727813,f,f
1261,13502,1626559,407523943,f,f
1262,13543,1621335,11710562,f,f
1263,13600,3944401,8495642,f,f
1264,13604,135417,16388190,f,f
1265,13627,1428791,32818782,f,f
1266,13636,14785,2884181,f,f
1267,13661,71002,17949451,f,f
1268,13678,231666,43083567,f,f
1269,13702,232432,112066958,f,f
1270,13710,9504,20007602,f,f
1271,13739,60914,14849056,f,f
1272,13749,181098,14117388,f,f
1273,13767,226864,8604802,f,f
1274,13792,101568,23386089,f,f
1275,13793,237796,20182605,f,f
1276,13824,4419070,17531777,f,f
1277,13827,69920,46743139,f,f
1278,13831,1256,16854645,f,f
1279,13834,613953,144641693,f,f
1280,13855,609910,14937925,f,f
1281,13864,48397,14315627,f,f
1282,13894,37594,14795495,f,f
1283,13919,329223,13119022,f,f
1284,13932,897931,209118751,f,f
1285,13960,255015,14763741,f,f
1286,13969,42149,15831927,f,f
1287,13973,2829,11037,f,f
1288,13986,649426,233784238,f,f
1289,13989,8216,6710562,f,f
1290,13995,350682,109679697,f,f
1291,14044,1478103,55323490,f,f
1292,14120,5418,14638953,f,f
1293,14160,27223,14099018,f,f
1294,14177,408396,34748621,f,f
1295,14193,65458,17506138,f,f
1296,14214,137865,3176311,f,f
1297,14256,130825,774539,f,f
1298,14343,23789,16273417,f,f
1299,14446,24809,8077672,f,f
1300,14464,840345,191876962,f,f
1301,14481,2362,14634255,f,f
1302,14495,185091,23181431,f,f
1303,14528,78649,151965283,f,f
1304,14540,1371,4546681,f,f
1305,14544,47944,180853837,f,f
1306,14570,3179166,17354053,f,f
1307,14572,31774,1406800866,f,f
1308,14576,4551516,70949904,f,f
1309,14577,22807,781597,f,f
1310,14582,964720,23767427,f,f
1311,14595,3584,3077479927,f,f
1312,14615,156409,6122152,f,f
1313,14619,17190,14241551,f,f
1314,14648,315461,11144882,f,f
1315,14659,13043,6107442,f,f
1316,14660,25888,8263212,f,f
1317,14664,91633,108993790,f,f
1318,14704,7882,13841122,f,f
1319,14750,5431174,92220058,f,f
1320,14758,40136,4558531,f,f
1321,14777,835597,180488251,f,f
1322,14794,44956,16413172,f,f
1323,14819,13609,15440326,f,f
1324,14849,608387,242799401,f,f
1325,14868,117041,21547975,f,f
1326,14895,1175,13353212,f,f
1327,14897,250902,13124612,f,f
1328,14920,367396,10251612,f,f
1329,14934,82587,5154691,f,f
1330,14944,409400,18040514,f,f
1331,14956,4624183,5622622,f,f
1332,14985,1465,11639232,f,f
1333,14987,674539,11325742,f,f
1334,15008,493854,17135943,f,f
1335,15031,15981,19394167,f,f
1336,15061,58618,16489597,f,f
1337,15066,22668,15916301,f,f
1338,15067,1491824,20585439,f,f
1339,15099,1088631,306418223,f,f
1340,15139,174775,15037301,f,f
1341,15157,182293,6146402,f,f
1342,15187,783598,25131243,f,f
1343,15192,1578535,3044072508,f,f
1344,15245,2687,14506011,f,f
1345,15254,196219,2746678086,f,f
1346,15255,898230,14772087,f,f
1347,15260,659598,210768941,f,f
1348,15277,6293484,432288748,f,f
1349,15318,712578,33528302,f,f
1350,15349,3483719,202094844,f,f
1351,15353,717043,214948740,f,f
1352,15361,35817,15341627,f,f
1353,15395,1902537,12905992,f,f
1354,15396,29750,15203340,f,f
1355,15410,772549,20137724,f,f
1356,15421,33538,1735,f,f
1357,15452,1718585,1859301,f,f
1358,15459,1087902,193316991,f,f
1359,15482,2570835,50627980,f,f
1360,15494,370369,5688852,f,f
1361,15495,482364,64172365,f,f
1362,15595,8948,935021,f,f
1363,15609,3220173,443097343,f,f
1364,15619,171018,88657970,f,f
1365,15638,64933,4858101,f,f
1366,15695,372852,5927412,f,f
1367,15712,5221940,56382434,f,f
1368,15712,5220419,1694045390,t,f
1369,15712,5202210,2420274265,t,f
1370,15712,5182812,1243391461,t,f
1371,15712,5158043,585204516,t,f
1372,15712,5143490,1012202311,t,f
1373,15712,5141761,2892889749,t,f
1374,15712,5133996,308450385,t,f
1375,15712,5128401,1639847352,t,f
1376,15712,5120998,15861750,t,f
1377,15712,5118084,121968078,t,f
1378,15712,5115280,95041599,t,f
1379,15712,5111563,2807852778,t,f
1380,15712,5109214,50403574,t,f
1381,15712,5107720,470837237,t,f
1382,15712,5105266,629715601,t,f
1383,15712,5103457,1444105513,t,f
1384,15712,5098697,2895316977,t,f
1385,15712,5096928,361243624,t,f
1386,15712,5083434,168162092,t,f
1387,15712,5082116,147407265,t,f
1388,15712,5078602,1616927780,t,f
1389,15712,5075834,1454482909,t,f
1390,15712,5072613,2730712407,t,f
1391,15712,5067714,132625240,t,f
1392,15712,5064416,74104226,t,f
1393,15712,5059196,595044669,t,f
1394,15712,5051224,2317044200,t,f
1395,15712,5040930,386484000,t,f
1396,15712,5040131,1603517011,t,f
1397,15712,5040122,53975463,t,f
1398,15712,5039739,3346065946,t,f
1399,15712,5037725,1403167315,t,f
1400,15712,5035910,1584343477,t,f
1401,15712,5033964,95482809,t,f
1402,15712,5032336,34893082,t,f
1403,15712,5031554,851368256,t,f
1404,15712,5031050,1585347043,t,f
1405,15712,5025601,1515177254,t,f
1406,15712,5023820,358084834,t,f
1407,15712,5023694,278743188,t,f
1408,15712,5014979,17191356,t,f
1409,15712,5009776,1604686668,t,f
1410,15712,5008659,17433026,t,f
1411,15712,5008509,2529369823,t,f
1412,15712,5006337,364536510,t,f
1413,15712,5004294,1508610967,t,f
1414,15712,4998612,60753734,t,f
1415,15712,4997776,12834442,t,f
1416,15712,4995793,31444052,t,f
1417,15712,4993680,21968928,t,f
1418,15712,4993382,16400030,t,f
1419,15712,4992316,474718124,t,f
1420,15712,4989196,1172085158,t,f
1421,15712,4989119,1588446319,t,f
1422,15712,4984945,455287026,t,f
1423,15712,4983862,353782997,t,f
1424,15712,4982724,6322022,t,f
1425,15712,4976778,1185786696,t,f
1426,15712,4976345,21136880,t,f
1427,15712,4969694,1457859654,t,f
1428,15712,4968658,1506143178,t,f
1429,15712,4966299,18909677,t,f
1430,15712,4966246,891117030,t,f
1431,15712,4965138,1124947543,t,f
1432,15712,4958138,3196738236,t,f
1433,15712,4955851,470278757,t,f
1434,15712,4950252,15375817,t,f
1435,15712,4948264,897594194,t,f
1436,15712,4947960,295576686,t,f
1437,15712,4947042,322488504,t,f
1438,15712,4946546,180345705,t,f
1439,15712,4946433,1946767080,t,f
1440,15712,4944079,113606510,t,f
1441,15712,4942481,591032041,t,f
1442,15712,4928074,1479571254,t,f
1443,15712,4925486,14938447,t,f
1444,15712,4922593,151438834,t,f
1445,15712,4921699,208216075,t,f
1446,15712,4919128,815912250,t,f
1447,15712,4903473,248711375,t,f
1448,15712,4898176,1510692378,t,f
1449,15712,4891158,70192044,t,f
1450,15712,4883152,122112954,t,f
1451,15712,4882912,1734675390,t,f
1452,15712,4872353,1344977138,t,f
1453,15712,4872303,2347427341,t,f
1454,15712,4871154,1213720488,t,f
1455,15712,4870056,281524304,t,f
1456,15712,4853832,538720851,t,f
1457,15712,4851928,14767662,t,f
1458,15712,4847109,274659436,t,f
1459,15712,4843525,206966480,t,f
1460,15712,4839586,1444073768,t,f
1461,15712,4837463,303249896,t,f
1462,15712,4826905,479595730,t,f
1463,15712,4825429,29859485,t,f
1464,15712,4820884,150724748,t,f
1465,15712,4813206,2379397160,t,f
1466,15712,4802144,2890024058,t,f
1467,15712,4800731,872030665,t,f
1468,15712,4796150,77956351,t,f
1469,15712,4795445,1692227420,t,f
1470,15712,4775809,2422542008,t,f
1471,15712,4758919,2426897701,t,f
1472,15712,4749996,15216925,t,f
1473,15712,4749227,1547816454,t,f
1474,15712,4745430,297939216,t,f
1475,15712,4745356,1115100360,t,f
1476,15712,4741755,18164224,t,f
1477,15712,4740934,1408423334,t,f
1478,15712,4737470,1962870938,t,f
1479,15712,4727283,1466428633,t,f
1480,15712,4719340,1490597300,t,f
1481,15712,4700147,1556132424,t,f
1482,15712,4699519,1516821366,t,f
1483,15712,4697274,348969263,t,f
1484,15712,4691460,33528580,t,f
1485,15712,4691253,2195148415,t,f
1486,15712,4685158,184877111,t,f
1487,15712,4682228,90013359,t,f
1488,15712,4672493,432416964,t,f
1489,15712,4668430,464100256,t,f
1490,15712,4668358,1301030425,t,f
1491,15712,4664966,209346016,t,f
1492,15712,4663866,18004352,t,f
1493,15712,4663392,1126846093,t,f
1494,15712,4661080,119726524,t,f
1495,15712,4655524,1089024102,t,f
1496,15712,4648160,1411114484,t,f
1497,15712,4646561,1268308188,t,f
1498,15712,4643704,405647876,t,f
1499,15712,4640456,1490360004,t,f
1500,15712,4640206,337616593,t,f
1501,15712,4639290,91526048,t,f
1502,15712,4638752,127482961,t,f
1503,15712,4632733,637325373,t,f
1504,15712,4631351,1487862253,t,f
1505,15712,4630450,2895144512,t,f
1506,15712,4626556,119182407,t,f
1507,15712,4623956,233791619,t,f
1508,15712,4621650,296873851,t,f
1509,15712,4605294,600129155,t,f
1510,15712,4603616,584082388,t,f
1511,15712,4598484,381739819,t,f
1512,15712,4589832,1489892088,t,f
1513,15712,4583131,291760867,t,f
1514,15712,4574474,1449701977,t,f
1515,15712,4573241,21394754,t,f
1516,15712,4563993,1623120187,t,f
1517,15712,4559531,172485624,t,f
1518,15712,4557543,261151458,t,f
1519,15712,4557219,116714376,t,f
1520,15712,4550599,20521192,t,f
1521,15712,4549430,2389461847,t,f
1522,15712,4539482,1566344953,t,f
1523,15712,4528654,2784931753,t,f
1524,15712,4522560,820045375,t,f
1525,15712,4512140,742990868,t,f
1526,15712,4502054,92775710,t,f
1527,15712,4498610,2344029938,t,f
1528,15712,4487132,1601230406,t,f
1529,15712,4485723,1450503678,t,f
1530,15712,4482707,491341876,t,f
1531,15712,4470421,1134820646,t,f
1532,15712,4469393,210360751,t,f
1533,15712,4459443,425519836,t,f
1534,15712,4456723,361322050,t,f
1535,15712,4452735,1911914101,t,f
1536,15712,4448535,1545130904,t,f
1537,15712,4446062,1181751938,t,f
1538,15712,4440895,1284678890,t,f
1539,15712,4436521,518403979,t,f
1540,15712,4435617,1425819128,t,f
1541,15712,4435044,15094747,t,f
1542,15712,4428983,14088403,t,f
1543,15712,4426421,390735599,t,f
1544,15712,4425449,1166673284,t,f
1545,15712,4421405,1423188012,t,f
1546,15712,4405530,632636389,t,f
